,type,title,release_year,api_url,target_url,audience_score,tomato_score
926,Movie,Au coeur des gangs,2006,https://www.rottentomatoes.com/api/private/v2.0/search?q=Au+coeur+des+gangs,Not found on RT,-2,-2
927,TV Show,Barney and Friends,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Barney+and+Friends,Not found on RT,-2,-2
928,Movie,Best of the Best,1989,https://www.rottentomatoes.com/api/private/v2.0/search?q=Best+of+the+Best,https://www.rottentomatoes.com/m/1002142-best_of_the_best,72,33
929,Movie,Dead Again in Tombstone,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dead+Again+in+Tombstone,https://www.rottentomatoes.com/m/dead_again_in_tombstone_2017,38,-1
930,Movie,Due Date,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Due+Date,https://www.rottentomatoes.com/m/due-date,52,39
931,Movie,Fun with Dick & Jane,2005,https://www.rottentomatoes.com/api/private/v2.0/search?q=Fun+with+Dick+and+Jane,https://www.rottentomatoes.com/m/1007977-fun_with_dick_and_jane,51,54
932,Movie,Green Zone,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Green+Zone,https://www.rottentomatoes.com/m/1202804-green_zone,57,53
933,Movie,Hachi: A Dog's Tale,2009,https://www.rottentomatoes.com/api/private/v2.0/search?q=Hachi:+A+Dog's+Tale,https://www.rottentomatoes.com/m/hachi_a_dogs_tale,84,64
934,Movie,JT LeRoy,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=JT+LeRoy,https://www.rottentomatoes.com/m/the_cult_of_jt_leroy,67,100
935,Movie,Madagascar 3: Europe's Most Wanted,2012,https://www.rottentomatoes.com/api/private/v2.0/search?q=Madagascar+3:+Europe's+Most+Wanted,https://www.rottentomatoes.com/m/madagascar_3_europes_most_wanted_2012,72,78
936,TV Show,Miniforce: Super Dino Power,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Miniforce:+Super+Dino+Power,Not found on RT,-2,-2
937,Movie,Motu Patlu in Dragon's World,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+Dragon's+World,Not found on RT,-2,-2
938,Movie,Motu Patlu in the Game of Zones,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+the+Game+of+Zones,Not found on RT,-2,-2
939,Movie,Motu Patlu in Wonderland,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+Wonderland,Not found on RT,-2,-2
940,Movie,Motu Patlu: Deep Sea Adventure,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu:+Deep+Sea+Adventure,Not found on RT,-2,-2
941,Movie,Motu Patlu: Mission Moon,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu:+Mission+Moon,Not found on RT,-2,-2
942,Movie,Mystic River,2003,https://www.rottentomatoes.com/api/private/v2.0/search?q=Mystic+River,https://www.rottentomatoes.com/m/mystic_river,89,88
943,Movie,Never Back Down,2008,https://www.rottentomatoes.com/api/private/v2.0/search?q=Never+Back+Down,https://www.rottentomatoes.com/m/never_back_down,34,22
944,Movie,S.M.A.R.T Chase,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=S.M.A.R.T+Chase,https://www.rottentomatoes.com/m/smart_chase,17,-1
945,Movie,Sitting in Limbo,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sitting+in+Limbo,https://www.rottentomatoes.com/m/sitting_in_limbo_2020,-1,100
946,Movie,Stargate,1994,https://www.rottentomatoes.com/api/private/v2.0/search?q=Stargate,https://www.rottentomatoes.com/m/stargate,73,52
947,Movie,State of Play,2009,https://www.rottentomatoes.com/api/private/v2.0/search?q=State+of+Play,https://www.rottentomatoes.com/m/null,-2,-2
948,Movie,Swiped,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Swiped,https://www.rottentomatoes.com/m/swiped_2018,58,17
949,Movie,The Darkest Hour,2011,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Darkest+Hour,https://www.rottentomatoes.com/m/the_darkest_hour,25,12
950,Movie,The Lovely Bones,2009,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Lovely+Bones,https://www.rottentomatoes.com/m/1189344-lovely_bones,52,31
951,Movie,The Sweetest Thing,2002,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Sweetest+Thing,https://www.rottentomatoes.com/m/sweetest_thing,65,26
952,Movie,The Whole Nine Yards,2000,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Whole+Nine+Yards,https://www.rottentomatoes.com/m/whole_nine_yards,64,43
953,Movie,The Whole Truth,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Whole+Truth,https://www.rottentomatoes.com/m/the_whole_truth_2021,31,-1
954,Movie,The Yeti Adventures,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Yeti+Adventures,Not found on RT,-2,-2
955,Movie,Under Siege,1992,https://www.rottentomatoes.com/api/private/v2.0/search?q=Under+Siege,https://www.rottentomatoes.com/m/under_siege,62,79
956,Movie,Zack and Miri Make a Porno,2008,https://www.rottentomatoes.com/api/private/v2.0/search?q=Zack+and+Miri+Make+a+Porno,https://www.rottentomatoes.com/m/1190296-zack_and_miri_make_a_porno,66,65
957,TV Show,Pet Stars,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Pet+Stars,https://www.rottentomatoes.com/tv/pet_stars/s01,-1,-1
958,Movie,Seven,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Seven,https://www.rottentomatoes.com/m/1048445-snow_white_and_the_seven_dwarfs,78,98
959,Movie,The Disciple,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Disciple,https://www.rottentomatoes.com/m/the_disciple_2020,60,96
960,TV Show,The Innocent,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Innocent,https://www.rottentomatoes.com/tv/the_innocent/s01,89,100
961,Movie,The Mitchells vs. The Machines,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Mitchells+vs.+The+Machines,https://www.rottentomatoes.com/m/the_mitchells_vs_the_machines,88,97
962,Movie,The Strangers: Prey at Night,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Strangers:+Prey+at+Night,https://www.rottentomatoes.com/m/the_strangers_prey_at_night,35,39
963,TV Show,The Unremarkable Juanquini,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Unremarkable+Juanquini,https://www.rottentomatoes.com/tv/the_unremarkable_juanquini,-1,-1
964,Movie,Things Heard & Seen,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Things+Heard+and+Seen,https://www.rottentomatoes.com/m/things_heard_and_seen,22,39
965,TV Show,Yasuke,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Yasuke,https://www.rottentomatoes.com/tv/yasuke/s01,53,93
966,Movie,Get the Grift,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Get+the+Grift,https://www.rottentomatoes.com/m/get_the_grift,-1,-1
967,TV Show,Headspace Guide to Sleep,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Headspace+Guide+to+Sleep,https://www.rottentomatoes.com/tv/headspace_guide_to_sleep/s01,-1,-1
968,TV Show,Sexify,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sexify,https://www.rottentomatoes.com/tv/sexify/s01,82,83
969,Movie,August: Osage County,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=August:+Osage+County,https://www.rottentomatoes.com/m/august_osage_county,65,67
970,Movie,Battle: Los Angeles,2011,https://www.rottentomatoes.com/api/private/v2.0/search?q=Battle:+Los+Angeles,https://www.rottentomatoes.com/m/battle-los-angeles,48,37
971,Movie,Between Worlds,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Between+Worlds,https://www.rottentomatoes.com/m/between_worlds_2018,81,32
972,TV Show,Fatma,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Fatma,https://www.rottentomatoes.com/tv/fatma/s01,88,-1
973,Movie,One,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=One,https://www.rottentomatoes.com/m/13_going_on_30,70,65
974,Movie,Ram Prasad Ki Tehrvi,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ram+Prasad+Ki+Tehrvi,Not found on RT,-2,-2
975,Movie,Shadow and Bone - The Afterparty,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shadow+and+Bone+-+The+Afterparty,Not found on RT,-2,-2
976,Movie,Among Family,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Among+Family,Not found on RT,-2,-2
977,Movie,Dedemin Fisi,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dedemin+Fisi,Not found on RT,-2,-2
978,Movie,Deliha,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Deliha,https://www.rottentomatoes.com/m/deliha,50,-1
979,Movie,DÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=DÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,https://www.rottentomatoes.com/m/10_little_buses_and_more_counting_songs_for_kids_kiiyii,-2,-2
980,Movie,DÃ¯Â¿Â½Ã¯Â¿Â½gÃ¯Â¿Â½Ã¯Â¿Â½n Dernek 2:,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=DÃ¯Â¿Â½Ã¯Â¿Â½gÃ¯Â¿Â½Ã¯Â¿Â½n+Dernek+2:,Not found on RT,-2,-2
981,Movie,G.O.R.A,2004,https://www.rottentomatoes.com/api/private/v2.0/search?q=G.O.R.A,https://www.rottentomatoes.com/m/gora,78,-1
982,Movie,Hayat Ã¯Â¿Â½Ã¯Â¿Â½pÃ¯Â¿Â½Ã¯,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Hayat+Ã¯Â¿Â½Ã¯Â¿Â½pÃ¯Â¿Â½Ã¯,Not found on RT,-2,-2
983,Movie,Heroes: Silence and Rock & Roll,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Heroes:+Silence+and+Rock+and+Roll,Not found on RT,-2,-2
984,Movie,Kara Bela,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kara+Bela,https://www.rottentomatoes.com/m/kara_bela,40,-1
985,Movie,Kocan Kadar Konus,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kocan+Kadar+Konus,https://www.rottentomatoes.com/m/kocan_kadar_konus,40,-1
986,Movie,Kocan Kadar Konus 2: Dirilis,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kocan+Kadar+Konus+2:+Dirilis,Not found on RT,-2,-2
987,Movie,Legal Hash,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Legal+Hash,Not found on RT,-2,-2
988,TV Show,Let's Fight Ghost,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Let's+Fight+Ghost,https://www.rottentomatoes.com/tv/bring_it_on_ghost/s01,-1,-1
989,Movie,My Travel Buddy,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=My+Travel+Buddy,Not found on RT,-2,-2
990,Movie,Niyazi GÃ¯Â¿Â½Ã¯Â¿Â½l DÃ¯Â¿Â½Ã¯,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Niyazi+GÃ¯Â¿Â½Ã¯Â¿Â½l+DÃ¯Â¿Â½Ã¯,Not found on RT,-2,-2
991,Movie,One Like It,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=One+Like+It,https://www.rottentomatoes.com/m/like_a_turtle_on_its_back_1978,-1,-1
992,Movie,Perfume Imaginary Museum Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Time W,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Perfume+Imaginary+Museum+Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Time+W,Not found on RT,-2,-2
993,TV Show,Shadow and Bone,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shadow+and+Bone,https://www.rottentomatoes.com/tv/shadow_and_bone/s01,88,88
994,Movie,This Lady Called Life,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=This+Lady+Called+Life,Not found on RT,-2,-2
995,Movie,Vizontele,2001,https://www.rottentomatoes.com/api/private/v2.0/search?q=Vizontele,https://www.rottentomatoes.com/m/vizontele,88,-1
996,Movie,HOMUNCULUS,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=HOMUNCULUS,https://www.rottentomatoes.com/m/homunculus_2021,40,-1
997,TV Show,Life in Color with David Attenborough,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Life+in+Color+with+David+Attenborough,https://www.rottentomatoes.com/tv/life_in_color_with_david_attenborough/s01,93,-1
998,Movie,Searching For Sheela,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Searching+For+Sheela,https://www.rottentomatoes.com/m/searching_for_sheela,10,38
999,Movie,Stowaway,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Stowaway,https://www.rottentomatoes.com/m/stowaway_2021,45,76
1000,Movie,Wild Dog,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Wild+Dog,https://www.rottentomatoes.com/m/nikki_wild_dog_of_the_north,57,-1
1001,Movie,Oloibiri,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Oloibiri,Not found on RT,-2,-2
1002,Movie,Tell Me When,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tell+Me+When,https://www.rottentomatoes.com/m/tell_me_when,-1,-1
1003,TV Show,Zero,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Zero,https://www.rottentomatoes.com/tv/zero/s01,53,-1
1004,TV Show,Izzy's Koala World,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Izzy's+Koala+World,https://www.rottentomatoes.com/tv/izzys_koala_world,-1,-1
1005,Movie,Keymon and Nani in Space Adventure,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Keymon+and+Nani+in+Space+Adventure,Not found on RT,-2,-2
1006,Movie,Motu Patlu Dino Invasion,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+Dino+Invasion,Not found on RT,-2,-2
1007,Movie,Motu Patlu in Octupus World,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+Octupus+World,Not found on RT,-2,-2
1008,Movie,Motu Patlu VS Robo Kids,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+VS+Robo+Kids,Not found on RT,-2,-2
1009,Movie,Rudra: Secret of the Black Moon,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Rudra:+Secret+of+the+Black+Moon,Not found on RT,-2,-2
1010,Movie,Rudra: The Rise of King Pharaoh,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Rudra:+The+Rise+of+King+Pharaoh,Not found on RT,-2,-2
1011,Movie,Free to Play,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Free+to+Play,https://www.rottentomatoes.com/m/free_to_play,77,-1
1012,TV Show,Luis Miguel - The Series,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Luis+Miguel+-+The+Series,https://www.rottentomatoes.com/tv/luis_miguel_the_series,76,-1
1013,Movie,Miss Sloane,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Miss+Sloane,https://www.rottentomatoes.com/m/miss_sloane,72,76
1014,TV Show,PJ Masks,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=PJ+Masks,Not found on RT,-2,-2
1015,Movie,American Me,1992,https://www.rottentomatoes.com/api/private/v2.0/search?q=American+Me,https://www.rottentomatoes.com/m/american_me,90,73
1016,Movie,Delhi Belly,2011,https://www.rottentomatoes.com/api/private/v2.0/search?q=Delhi+Belly,https://www.rottentomatoes.com/m/delhi_belly_2011,82,89
1017,Movie,Dhobi Ghat (Mumbai Diaries),2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dhobi+Ghat+(Mumbai+Diaries),https://www.rottentomatoes.com/m/dhobi_ghat,70,65
1018,Movie,Jaane Tu... Ya Jaane Na,2008,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaane+Tu...+Ya+Jaane+Na,https://www.rottentomatoes.com/m/jaane_tu_ya_jaane_na,85,-1
1019,Movie,Lagaan,2001,https://www.rottentomatoes.com/api/private/v2.0/search?q=Lagaan,https://www.rottentomatoes.com/m/lagaan_once_upon_a_time_in_india,93,95
1020,Movie,Madness in the Desert,2004,https://www.rottentomatoes.com/api/private/v2.0/search?q=Madness+in+the+Desert,Not found on RT,-2,-2
1021,Movie,Peepli Live,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Peepli+Live,https://www.rottentomatoes.com/m/peepli-live,72,86
1022,Movie,Taare Zameen Par,2007,https://www.rottentomatoes.com/api/private/v2.0/search?q=Taare+Zameen+Par,https://www.rottentomatoes.com/m/like_stars_on_earth,96,92
1023,Movie,Ajeeb Daastaans,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ajeeb+Daastaans,https://www.rottentomatoes.com/m/ajeeb_daastaans,60,100
1024,Movie,Arlo the Alligator Boy,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Arlo+the+Alligator+Boy,https://www.rottentomatoes.com/m/arlo_the_alligator_boy,84,85
1025,TV Show,Bakugan: Geogan Rising,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Bakugan:+Geogan+Rising,Not found on RT,-2,-2
1026,Movie,Barbie & Chelsea: The Lost Birthday,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Barbie+and+Chelsea:+The+Lost+Birthday,Not found on RT,-2,-2
1027,Movie,Crimson Peak,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Crimson+Peak,https://www.rottentomatoes.com/m/crimson_peak,55,73
1028,Movie,Dad Stop Embarrassing Me - The Afterparty,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dad+Stop+Embarrassing+Me+-+The+Afterparty,Not found on RT,-2,-2
1029,Movie,Doctor Bello,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Doctor+Bello,https://www.rottentomatoes.com/m/doctor_bello,60,-1
1030,Movie,Four Sisters Before the Wedding,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Four+Sisters+Before+the+Wedding,Not found on RT,-2,-2
1031,Movie,Into the Beat,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Into+the+Beat,https://www.rottentomatoes.com/m/into_the_beat,38,-1
1032,TV Show,Love Naggers,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Love+Naggers,Not found on RT,-2,-2
1033,Movie,Rush,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Rush,https://www.rottentomatoes.com/m/null,-2,-2
1034,Movie,Synchronic,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Synchronic,https://www.rottentomatoes.com/m/synchronic,76,79
1035,Movie,The Zookeeper's Wife,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Zookeeper's+Wife,https://www.rottentomatoes.com/m/the_zookeepers_wife_2017,76,64
1036,Movie,Time Trap,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Time+Trap,https://www.rottentomatoes.com/m/time_trap,64,62
1037,Movie,Tuesdays & Fridays,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tuesdays+and+Fridays,https://www.rottentomatoes.com/m/tuesdays_and_fridays,-1,-1
1038,TV Show,Dancing Angels,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dancing+Angels,Not found on RT,-2,-2
1039,Movie,Dark City Beneath the Beat,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dark+City+Beneath+the+Beat,https://www.rottentomatoes.com/m/dark_city_beneath_the_beat,83,100
1040,TV Show,Durarara!!,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Durarara!!,Not found on RT,-2,-2
1041,Movie,GANTZ:O,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=GANTZ:O,https://www.rottentomatoes.com/m/gantz_2011,58,-1
1042,TV Show,Garth Brooks: The Road IÃ¯Â¿Â½Ã¯Â¿Â½Ã¯,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Garth+Brooks:+The+Road+IÃ¯Â¿Â½Ã¯Â¿Â½Ã¯,Not found on RT,-2,-2
1043,TV Show,Gilmore Girls,2006,https://www.rottentomatoes.com/api/private/v2.0/search?q=Gilmore+Girls,https://www.rottentomatoes.com/tv/gilmore-girls,86,86
1044,TV Show,High-Rise Invasion,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=High-Rise+Invasion,https://www.rottentomatoes.com/tv/high_rise_invasion/s01,68,-1
1045,TV Show,Next in Fashion,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Next+in+Fashion,https://www.rottentomatoes.com/tv/next_in_fashion/s01,62,85
1046,Movie,Only Mine,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Only+Mine,https://www.rottentomatoes.com/m/only_mine_2019,21,-1
1047,TV Show,Peasants Rebellion,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Peasants+Rebellion,Not found on RT,-2,-2
1048,TV Show,Power Players,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Power+Players,Not found on RT,-2,-2
1049,TV Show,Ricky Zoom,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ricky+Zoom,Not found on RT,-2,-2
1050,Movie,Ride or Die,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ride+or+Die,https://www.rottentomatoes.com/m/ride_or_die,62,69
1051,TV Show,Sonic X,2003,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sonic+X,https://www.rottentomatoes.com/tv/sonic_x,86,-1
1052,Movie,The Master,2012,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Master,https://www.rottentomatoes.com/m/null,-2,-2
1053,Movie,Time Is Illmatic,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Time+Is+Illmatic,https://www.rottentomatoes.com/m/nas_time_is_illmatic_2014,82,98
1054,Movie,Wave of Cinema: One Day We'll Talk About Today,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Wave+of+Cinema:+One+Day+We'll+Talk+About+Today,Not found on RT,-2,-2
1055,Movie,Zoot Suit,1981,https://www.rottentomatoes.com/api/private/v2.0/search?q=Zoot+Suit,https://www.rottentomatoes.com/m/zoot_suit,74,55
1056,TV Show,Ajaibnya Cinta,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ajaibnya+Cinta,Not found on RT,-2,-2
1057,TV Show,Dad Stop Embarrassing Me!,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dad+Stop+Embarrassing+Me!,https://www.rottentomatoes.com/tv/dad_stop_embarrassing_me/s01,50,25
1058,TV Show,Fate: The Winx Saga,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Fate:+The+Winx+Saga,https://www.rottentomatoes.com/tv/fate_the_winx_saga,83,45
1059,TV Show,House of Cards,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=House+of+Cards,https://www.rottentomatoes.com/tv/house_of_cards-Netflix,-2,-2
1060,TV Show,Indian Matchmaking,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Indian+Matchmaking,https://www.rottentomatoes.com/tv/indian_matchmaking/s01,53,63
1061,TV Show,Jeffrey Epstein: Filthy Rich,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jeffrey+Epstein:+Filthy+Rich,https://www.rottentomatoes.com/tv/jeffrey_epstein_filthy_rich/s01,66,82
1062,TV Show,Law School,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Law+School,https://www.rottentomatoes.com/tv/law_school/s01,100,-1
1063,TV Show,Living with Yourself,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Living+with+Yourself,https://www.rottentomatoes.com/tv/living_with_yourself/s01,82,79
1064,TV Show,Signal,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Signal,https://www.rottentomatoes.com/tv/signal/s01,100,-1
1065,TV Show,Slasher,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Slasher,https://www.rottentomatoes.com/tv/slasher,67,70
1066,Movie,The Soul,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Soul,https://www.rottentomatoes.com/m/the_soul,83,-1
1067,TV Show,The Underclass,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Underclass,Not found on RT,-2,-2
1068,TV Show,Unnatural Selection,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Unnatural+Selection,https://www.rottentomatoes.com/tv/unnatural_selection/s01,86,-1
1069,Movie,Uppena,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Uppena,https://www.rottentomatoes.com/m/on-upper-maslovka-street-na-verkhney-maslovke,-2,-2
1070,Movie,Why Did You Kill Me?,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Why+Did+You+Kill+Me?,https://www.rottentomatoes.com/m/why_did_you_kill_me,30,70
1071,Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+Hong+Kong:+Kung+Fu+Kings+3,Not found on RT,-2,-2
1072,Movie,Motu Patlu in the City of Gold,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+in+the+City+of+Gold,Not found on RT,-2,-2
1073,Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+Kung+Fu+Kings+4+The+Challenge+of+Kung+Fu+Brothers,Not found on RT,-2,-2
1074,Movie,Motu Patlu the Superheroes Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ Super Villains fro,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Motu+Patlu+the+Superheroes+Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½+Super+Villains+fro,Not found on RT,-2,-2
1075,TV Show,My Love: Six Stories of True Love,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=My+Love:+Six+Stories+of+True+Love,https://www.rottentomatoes.com/tv/my_love_six_stories_of_true_love/s01,60,100
1076,Movie,Shiva VS Autobots,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shiva+VS+Autobots,Not found on RT,-2,-2
1077,Movie,Shiva: Journey to Plunotaria,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shiva:+Journey+to+Plunotaria,Not found on RT,-2,-2
1078,Movie,Shiva: The Secret World Of Vedas City,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shiva:+The+Secret+World+Of+Vedas+City,Not found on RT,-2,-2
1079,TV Show,The Baker and the Beauty,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Baker+and+the+Beauty,https://www.rottentomatoes.com/tv/the_baker_and_the_beauty/s01,88,89
1080,Movie,New Gods: Nezha Reborn,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=New+Gods:+Nezha+Reborn,https://www.rottentomatoes.com/m/new_gods_nezha_reborn,76,80
1081,TV Show,"Nicky, Ricky, Dicky & Dawn",2018,"https://www.rottentomatoes.com/api/private/v2.0/search?q=Nicky,+Ricky,+Dicky+and+Dawn",Not found on RT,-2,-2
1082,TV Show,Don't be the First one,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Don't+be+the+First+one,Not found on RT,-2,-2
1083,Movie,The Stand-In,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Stand-In,https://www.rottentomatoes.com/m/the_stand_in_1985,-2,-2
