Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1197,tt3860916,2022-01-01,2022-01-01,,Cargo,https://www.imdb.com/title/tt3860916/,movie,6.3,105,2017,"Drama, Horror, Sci-Fi, Thriller",44259,2017-10-06,"Yolanda Ramke, Ben Howling"
1198,tt3685236,2022-01-01,2022-01-01,,Ibiza,https://www.imdb.com/title/tt3685236/,movie,5.2,94,2018,"Comedy, Romance",17852,2018-05-25,Alex Richanbach
1199,tt5688996,2022-01-01,2022-01-01,,Alex Strangelove,https://www.imdb.com/title/tt5688996/,movie,6.3,99,2018,"Comedy, Drama, Romance",18175,2018-04-16,Craig Johnson
1200,tt5304992,2022-01-01,2022-01-01,,Set It Up,https://www.imdb.com/title/tt5304992/,movie,6.5,105,2018,"Comedy, Romance",54900,2018-06-12,Claire Scanlon
1201,tt8439854,2022-01-01,2022-01-01,,Lust Stories,https://www.imdb.com/title/tt8439854/,movie,6.4,120,2018,"Drama, Romance",11105,2018-06-14,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee"
1202,tt6290418,2022-01-01,2022-01-01,,Les goûts et les couleurs,https://www.imdb.com/title/tt6290418/,movie,5.4,95,2018,"Comedy, Drama",1822,2018-06-24,Myriam Aziza
1203,tt6218358,2022-01-01,2022-01-01,,Calibre,https://www.imdb.com/title/tt6218358/,movie,6.8,101,2018,"Drama, Thriller",29934,2018-06-22,Matt Palmer
1204,tt4357394,2022-01-01,2022-01-01,,Tau,https://www.imdb.com/title/tt4357394/,movie,5.8,97,2018,"Sci-Fi, Thriller",31969,2018-06-29,Federico D'Alessandro
1205,tt4762824,2022-01-01,2022-01-01,,The Legacy of a Whitetail Deer Hunter,https://www.imdb.com/title/tt4762824/,movie,5.5,83,2018,"Comedy, Drama",3989,2018-03-10,Jody Hill
1206,tt5246700,2022-01-01,2022-01-01,,How It Ends,https://www.imdb.com/title/tt5246700/,movie,5.0,113,2018,"Action, Drama, Horror, Mystery, Sci-Fi, Thriller",53815,2018-07-13,David M. Rosenthal
1207,tt7256866,2022-01-01,2022-01-01,,Father of the Year,https://www.imdb.com/title/tt7256866/,movie,5.2,94,2018,Comedy,11754,2018-07-20,Tyler Spindel
1208,tt3201640,2022-01-01,2022-01-01,,Extinction,https://www.imdb.com/title/tt3201640/,movie,5.8,95,2018,"Action, Drama, Sci-Fi, Thriller",53556,2018-07-27,Ben Young
1209,tt6514010,2022-01-01,2022-01-01,,Brij Mohan Amar Rahe,https://www.imdb.com/title/tt6514010/,movie,6.7,105,2017,"Comedy, Crime, Drama",3800,2017-12-13,Nikhil Bhat
1210,tt7170950,2022-01-01,2022-01-01,,Like Father,https://www.imdb.com/title/tt7170950/,movie,6.1,98,2018,"Comedy, Drama",21767,2018-08-03,Lauren Miller Rogen
1211,tt7525778,2022-01-01,2022-01-01,,The Package,https://www.imdb.com/title/tt7525778/,movie,5.6,94,2018,"Comedy, Thriller",18684,2018-08-10,Jake Szymanski
1212,tt3846674,2022-01-01,2022-01-01,,To All the Boys I've Loved Before,https://www.imdb.com/title/tt3846674/,movie,7.0,99,2018,"Comedy, Drama, Romance",108768,2018-04-17,Susan Johnson
1213,tt3960240,2022-01-01,2022-01-01,,The After Party,https://www.imdb.com/title/tt3960240/,movie,5.8,120,2018,"Comedy, Music",4507,2018-08-24,Ian Edelman
1214,tt3120280,2022-01-01,2022-01-01,,Sierra Burgess Is a Loser,https://www.imdb.com/title/tt3120280/,movie,5.8,105,2018,"Comedy, Drama, Romance",39403,2018-08-30,Ian Samuels
1215,tt6186696,2022-01-01,2022-01-01,,La femme la plus assassinée du monde,https://www.imdb.com/title/tt6186696/,movie,5.3,102,2018,"Biography, Drama, Mystery, Thriller",1116,2018-06-27,Franck Ribière
1216,tt7121252,2022-01-01,2022-01-01,,Sulla mia pelle,https://www.imdb.com/title/tt7121252/,movie,7.3,100,2018,"Biography, Drama",9488,2018-08-29,Alessio Cremonini
1217,tt6485928,2022-01-01,2022-01-01,,The Land of Steady Habits,https://www.imdb.com/title/tt6485928/,movie,6.2,98,2018,"Comedy, Drama",7971,2018-09-12,Nicole Holofcener
1218,tt5968274,2022-01-01,2022-01-01,,The Angel,https://www.imdb.com/title/tt5968274/,movie,6.6,114,2018,"Action, Biography, Drama, Thriller",14405,2018-09-14,Ariel Vromen
1219,tt0365545,2022-01-01,2022-01-01,,Nappily Ever After,https://www.imdb.com/title/tt0365545/,movie,6.4,98,2018,"Comedy, Drama, Romance",9344,2018-09-21,Haifaa Al-Mansour
1220,tt5057140,2022-01-01,2022-01-01,,Hold the Dark,https://www.imdb.com/title/tt5057140/,movie,5.6,125,2018,"Action, Drama, Thriller",37757,2018-09-12,Jeremy Saulnier
1221,tt2386237,2022-01-01,2022-01-01,,Malevolent,https://www.imdb.com/title/tt2386237/,movie,4.8,89,2018,"Horror, Mystery, Thriller",14589,2018-10-05,Olaf de Fleur Johannesson
1222,tt5536610,2022-01-01,2022-01-01,,Private Life,https://www.imdb.com/title/tt5536610/,movie,7.2,123,2018,"Comedy, Drama",20067,2018-01-18,Tamara Jenkins
1223,tt7280898,2022-01-01,2022-01-01,,22 July,https://www.imdb.com/title/tt7280898/,movie,6.8,143,2018,"Crime, Drama, History, Thriller",34476,2018-09-05,Paul Greengrass
1224,tt6217306,2022-01-01,2022-01-01,,Apostle,https://www.imdb.com/title/tt6217306/,movie,6.3,130,2018,"Drama, Fantasy, Horror, Mystery, Thriller",53807,2018-09-21,Gareth Evans
1225,tt6116856,2022-01-01,2022-01-01,,The Night Comes for Us,https://www.imdb.com/title/tt6116856/,movie,6.9,121,2018,"Action, Thriller",26548,2018-09-23,Timo Tjahjanto
1226,tt1682886,2022-01-01,2022-01-01,,Been So Long,https://www.imdb.com/title/tt1682886/,movie,5.5,100,2018,"Drama, Musical, Romance",1131,2018-10-12,Tinge Krishnan
1227,tt8262802,2022-01-01,2022-01-01,,The Holiday Calendar,https://www.imdb.com/title/tt8262802/,movie,5.7,95,2018,"Drama, Fantasy, Romance",10378,2018-11-02,Bradley Walsh
1228,tt0069049,2022-01-01,2022-01-01,,The Other Side of the Wind,https://www.imdb.com/title/tt0069049/,movie,6.7,122,2018,Drama,7451,2018-08-31,Orson Welles
1229,tt6679794,2022-01-01,2022-01-01,,Outlaw King,https://www.imdb.com/title/tt6679794/,movie,6.9,121,2018,"Action, Biography, Drama, History, War",73009,2018-09-06,David Mackenzie
1230,tt8954732,2022-01-01,2022-01-01,,The Princess Switch,https://www.imdb.com/title/tt8954732/,movie,6.0,101,2018,"Comedy, Drama, Family, Romance",28549,2018-11-16,Mike Rohl
1231,tt8361028,2022-01-01,2022-01-01,,Cam,https://www.imdb.com/title/tt8361028/,movie,5.9,94,2018,"Drama, Horror, Mystery, Thriller",32618,2018-07-18,Daniel Goldhaber
1232,tt6412452,2022-01-01,2022-01-01,,The Ballad of Buster Scruggs,https://www.imdb.com/title/tt6412452/,movie,7.3,133,2018,"Comedy, Drama, Musical, Mystery, Romance, Western",148730,2018-08-31,"Joel Coen, Ethan Coen"
1233,tt2990140,2022-01-01,2022-01-01,,The Christmas Chronicles,https://www.imdb.com/title/tt2990140/,movie,7.0,104,2018,"Adventure, Comedy, Family, Fantasy",73290,2018-11-21,Clay Kaytis
1234,tt8709036,2022-01-01,2022-01-01,,A Christmas Prince: The Royal Wedding,https://www.imdb.com/title/tt8709036/,movie,5.3,92,2018,"Drama, Romance",10966,2018-11-25,John Schultz
1235,tt6747420,2022-01-01,2022-01-01,,Rajma Chawal,https://www.imdb.com/title/tt6747420/,movie,5.7,117,2018,"Comedy, Drama, Family",1894,2018-10-13,Leena Yadav
1236,tt8775056,2022-01-01,2022-01-01,,Natale a 5 stelle,https://www.imdb.com/title/tt8775056/,movie,4.5,92,2018,Comedy,796,2018-12-07,Marco Risi
1237,tt2388771,2022-01-01,2022-01-01,,Mowgli,https://www.imdb.com/title/tt2388771/,movie,6.5,104,2018,"Adventure, Drama, Fantasy",62526,2018-11-25,Andy Serkis
1238,tt6155172,2022-01-01,2022-01-01,,Roma,https://www.imdb.com/title/tt6155172/,movie,7.7,135,2018,Drama,158943,2018-08-30,Alfonso Cuarón
1239,tt2737304,2022-01-01,2022-01-01,,Bird Box,https://www.imdb.com/title/tt2737304/,movie,6.6,124,2018,"Horror, Mystery, Sci-Fi",342219,2018-11-12,Susanne Bier
1240,tt7689924,2022-01-01,2022-01-01,,Seeing Allred,https://www.imdb.com/title/tt7689924/,movie,7.3,96,2018,"Documentary, Biography",1397,2018-01-21,"Roberta Grossman, Sophie Sartain"
1241,tt7983844,2022-01-01,2022-01-01,,Take Your Pills,https://www.imdb.com/title/tt7983844/,movie,6.3,87,2018,Documentary,5270,2018-03-09,Alison Klayman
1242,tt8139850,2022-01-01,2022-01-01,,Mercury 13,https://www.imdb.com/title/tt8139850/,movie,6.9,78,2018,Documentary,1199,2018-04-08,"David Sington, Heather Walsh"
1243,tt8106570,2022-01-01,2022-01-01,,The Rachel Divide,https://www.imdb.com/title/tt8106570/,movie,6.3,100,2018,Documentary,2626,2018-04-23,Laura Brownson
1244,tt8167872,2022-01-01,2022-01-01,,Recovery Boys,https://www.imdb.com/title/tt8167872/,movie,6.7,89,2018,Documentary,741,2018-05-01,Elaine McMillion Sheldon
1245,tt8106576,2022-01-01,2022-01-01,,The Bleeding Edge,https://www.imdb.com/title/tt8106576/,movie,7.6,99,2018,Documentary,2792,2018-04-21,Kirby Dick
1246,tt4078252,2022-01-01,2022-01-01,,City of Joy,https://www.imdb.com/title/tt4078252/,movie,7.6,74,2016,"Documentary, Crime, Drama, Thriller, War",562,2016-11-11,Madeleine Gavin
1247,tt8948614,2022-01-01,2022-01-01,,Reversing Roe,https://www.imdb.com/title/tt8948614/,movie,7.5,99,2018,Documentary,1684,2018-09-13,"Anne Sundberg, Ricki Stern"
1248,tt7440432,2022-01-01,2022-01-01,,Quincy,https://www.imdb.com/title/tt7440432/,movie,7.6,124,2018,"Documentary, Biography",4640,2018-09-09,"Alan Hicks, Rashida Jones"
1249,tt8893608,2022-01-01,2022-01-01,,Dos Cataluñas,https://www.imdb.com/title/tt8893608/,movie,6.4,116,2018,"Documentary, History, News",729,2018-09-28,"Álvaro Longoria, Gerardo Olivares"
1250,tt5419676,2022-01-01,2022-01-01,,Feminists: What Were They Thinking?,https://www.imdb.com/title/tt5419676/,movie,7.0,86,2018,Documentary,2276,2018-02-19,Johanna Demetrakas
1251,tt9046548,2022-01-01,2022-01-01,,ReMastered: Who Shot the Sheriff?,https://www.imdb.com/title/tt9046548/,tvMovie,6.9,57,2018,"Documentary, Biography, Crime, History, Music, Mystery",1481,2018-10-12,Kief Davidson
1252,tt7472352,2022-01-01,2022-01-01,,Shirkers,https://www.imdb.com/title/tt7472352/,movie,7.4,97,2018,Documentary,5255,2018-01-21,Sandi Tan
1253,tt6893836,2022-01-01,2022-01-01,,They'll Love Me When I'm Dead,https://www.imdb.com/title/tt6893836/,movie,7.4,98,2018,Documentary,5135,2018-08-31,Morgan Neville
1254,tt9046556,2022-01-01,2022-01-01,,ReMastered: Tricky Dick and the Man in Black,https://www.imdb.com/title/tt9046556/,tvMovie,7.1,59,2018,"Documentary, Biography",1569,2018-11-02,"Sara Dosa, Barbara Kopple"
1255,tt8106160,2022-01-01,2022-01-01,,The American Meme,https://www.imdb.com/title/tt8106160/,movie,6.7,98,2018,Documentary,16691,2018-04-27,Bert Marcus
1256,tt9046560,2022-01-01,2022-01-01,,ReMastered: Who Killed Jam Master Jay?,https://www.imdb.com/title/tt9046560/,tvMovie,6.5,58,2018,Documentary,814,2018-10-12,Brian Oakes
1257,tt9316022,2022-01-01,2022-01-01,,Struggle: The Life and Lost Art of Szukalski,https://www.imdb.com/title/tt9316022/,movie,7.9,115,2018,"Documentary, Biography",4313,2018-12-21,Ireneusz Dobrowolski
1258,tt9077188,2022-01-01,2022-01-01,,Derren Brown: Sacrifice,https://www.imdb.com/title/tt9077188/,tvSpecial,7.1,49,2018,Reality-TV,1856,2018-10-19,
1259,tt9203030,2022-01-01,2022-01-01,,Loudon Wainwright III: Surviving Twin,https://www.imdb.com/title/tt9203030/,movie,7.2,91,2018,"Documentary, Music",97,2018-11-13,Christopher Guest
1260,tt8716334,2022-01-01,2022-01-01,,Springsteen on Broadway,https://www.imdb.com/title/tt8716334/,tvMovie,8.5,153,2018,"Documentary, Music",2247,2018-12-16,Thom Zimny
1261,tt9426852,2022-01-01,2022-01-01,,Taylor Swift: Reputation Stadium Tour,https://www.imdb.com/title/tt9426852/,tvSpecial,8.4,125,2018,"Documentary, Music",5656,2018-12-31,Paul Dugdale
1262,tt7707314,2022-01-01,2022-01-01,,Lionheart,https://www.imdb.com/title/tt7707314/,movie,5.7,95,2018,Comedy,1495,2018-09-07,Genevieve Nnaji
1263,tt7427356,2022-01-01,2022-01-01,,The Last Laugh,https://www.imdb.com/title/tt7427356/,movie,5.6,98,2019,Comedy,6332,2019-01-11,Greg Pritikin
1264,tt3256226,2022-01-01,2022-01-01,,IO,https://www.imdb.com/title/tt3256226/,movie,4.7,96,2019,"Adventure, Drama, Sci-Fi",34674,2019-01-18,Jonathan Helpert
1265,tt4139588,2022-01-01,2022-01-01,,Polar,https://www.imdb.com/title/tt4139588/,movie,6.3,118,2019,"Action, Thriller",90863,2019-01-25,Jonas Åkerlund
1266,tt7043012,2022-01-01,2022-01-01,,Velvet Buzzsaw,https://www.imdb.com/title/tt7043012/,movie,5.7,113,2019,"Horror, Mystery, Thriller",61937,2019-01-27,Dan Gilroy
1267,tt8128188,2022-01-01,2022-01-01,,High Flying Bird,https://www.imdb.com/title/tt8128188/,movie,6.2,90,2019,"Drama, Sport",8772,2019-01-27,Steven Soderbergh
1268,tt8852536,2022-01-01,2022-01-01,,Firebrand,https://www.imdb.com/title/tt8852536/,movie,5.2,116,2019,Drama,284,2019-02-22,Aruna Raje
1269,tt7920024,2022-01-01,2022-01-01,,Paris est à nous,https://www.imdb.com/title/tt7920024/,movie,4.6,83,2019,Drama,1449,2019-02-22,Elisabeth Vogler
1270,tt8041276,2022-01-01,2022-01-01,,Paddleton,https://www.imdb.com/title/tt8041276/,movie,7.1,89,2019,"Comedy, Drama",14182,2019-02-01,Alex Lehmann
1271,tt5848416,2022-01-01,2022-01-01,,Walk. Ride. Rodeo.,https://www.imdb.com/title/tt5848416/,movie,6.4,100,2019,"Biography, Drama, Sport",2508,2019-03-02,Conor Allyn
1272,tt6155456,2022-01-01,2022-01-01,,Juanita,https://www.imdb.com/title/tt6155456/,movie,6.0,90,2019,Drama,2425,2019-03-08,Clark Johnson
1273,tt1488606,2022-01-01,2022-01-01,,Triple Frontier,https://www.imdb.com/title/tt1488606/,movie,6.4,125,2019,"Action, Thriller",129540,2019-03-06,J.C. Chandor
1274,tt0800325,2022-01-01,2022-01-01,,The Dirt,https://www.imdb.com/title/tt0800325/,movie,7.0,107,2019,"Biography, Comedy, Drama, Music",50309,2019-03-18,Jeff Tremaine
1275,tt1860242,2022-01-01,2022-01-01,,The Highwaymen,https://www.imdb.com/title/tt1860242/,movie,6.9,132,2019,"Biography, Crime, Drama, Mystery, Thriller",92247,2019-03-10,John Lee Hancock
1276,tt9817300,2022-01-01,2022-01-01,,15 August,https://www.imdb.com/title/tt9817300/,movie,5.9,124,2019,Drama,283,2019-03-29,Swapnaneel Jaykar
1277,tt2338454,2022-01-01,2022-01-01,,Unicorn Store,https://www.imdb.com/title/tt2338454/,movie,5.6,92,2017,"Comedy, Drama, Fantasy",19711,2017-09-11,Brie Larson
1278,tt8976832,2022-01-01,2022-01-01,,¿A quién te llevarías a una isla desierta?,https://www.imdb.com/title/tt8976832/,movie,5.3,93,2019,Drama,2542,2019-03-22,Jota Linares
1279,tt8201170,2022-01-01,2022-01-01,,The Perfect Date,https://www.imdb.com/title/tt8201170/,movie,5.8,89,2019,"Comedy, Romance",39724,2019-04-12,Chris Nelson
1280,tt8075260,2022-01-01,2022-01-01,,Someone Great,https://www.imdb.com/title/tt8075260/,movie,6.1,92,2019,"Comedy, Romance",23030,2019-04-19,Jennifer Kaytin Robinson
1281,tt3257794,2022-01-01,2022-01-01,,Music Teacher,https://www.imdb.com/title/tt3257794/,movie,6.2,101,2019,"Drama, Romance",705,2019-04-19,Sarthak Dasgupta
1282,tt9150970,2022-01-01,2022-01-01,,A pesar de todo,https://www.imdb.com/title/tt9150970/,movie,5.4,78,2019,Comedy,5127,2019-03-16,Gabriela Tagliavini
1283,tt7957694,2022-01-01,2022-01-01,,The Last Summer,https://www.imdb.com/title/tt7957694/,movie,5.5,109,2019,"Comedy, Romance",13423,2019-05-03,William Bindley
1284,tt8169446,2022-01-01,2022-01-01,,Wine Country,https://www.imdb.com/title/tt8169446/,movie,5.4,103,2019,"Adventure, Comedy, Drama",21574,2019-05-08,Amy Poehler
1285,tt9032888,2022-01-01,2022-01-01,,Good Sam,https://www.imdb.com/title/tt9032888/,movie,5.7,89,2019,"Comedy, Drama, Romance",3077,2019-05-16,Kate Melville
1286,tt8743064,2022-01-01,2022-01-01,,See You Yesterday,https://www.imdb.com/title/tt8743064/,movie,5.2,84,2019,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller",10980,2019-05-03,Stefon Bristol
1287,tt8179388,2022-01-01,2022-01-01,,Rim of the World,https://www.imdb.com/title/tt8179388/,movie,5.2,98,2019,"Action, Adventure, Comedy, Sci-Fi",24430,2019-05-24,McG
1288,tt7772580,2022-01-01,2022-01-01,,The Perfection,https://www.imdb.com/title/tt7772580/,movie,6.2,90,2018,"Drama, Horror, Music, Thriller",44250,2018-09-20,Richard Shepard
1289,tt7374948,2022-01-01,2022-01-01,,Always Be My Maybe,https://www.imdb.com/title/tt7374948/,movie,6.8,101,2019,"Comedy, Romance",57078,2019-05-29,Nahnatchka Khan
1290,tt10243678,2022-01-01,2022-01-01,,Chopsticks,https://www.imdb.com/title/tt10243678/,movie,6.5,100,2019,"Comedy, Drama",4832,2019-05-31,Sachin Yardi
1291,tt6704898,2022-01-01,2022-01-01,,Elisa y Marcela,https://www.imdb.com/title/tt6704898/,movie,6.6,118,2019,"Biography, Drama, Romance",5087,2019-02-13,Isabel Coixet
1292,tt1618434,2022-01-01,2022-01-01,,Murder Mystery,https://www.imdb.com/title/tt1618434/,movie,6.0,97,2019,"Action, Comedy, Crime, Mystery, Romance",129206,2019-06-14,Kyle Newacheck
1293,tt8530978,2022-01-01,2022-01-01,,Beats,https://www.imdb.com/title/tt8530978/,movie,6.4,109,2019,Drama,5409,2019-06-19,Chris Robinson
1294,tt2499472,2022-01-01,2022-01-01,,Point Blank,https://www.imdb.com/title/tt2499472/,movie,5.7,86,2019,"Action, Crime, Drama, Thriller",14610,2019-07-12,Joe Lynch
1295,tt9419834,2022-01-01,2022-01-01,,Secret Obsession,https://www.imdb.com/title/tt9419834/,movie,4.4,97,2019,Thriller,22088,2019-07-18,Peter Sullivan
1296,tt4995776,2022-01-01,2022-01-01,,The Red Sea Diving Resort,https://www.imdb.com/title/tt4995776/,movie,6.6,129,2019,"Drama, History, Thriller",29837,2019-07-28,Gideon Raff
1297,tt4180560,2022-01-01,2022-01-01,,Otherhood,https://www.imdb.com/title/tt4180560/,movie,6.1,100,2019,Comedy,11517,2019-07-21,Cindy Chupack
1298,tt8998738,2022-01-01,2022-01-01,,Lovefucked,https://www.imdb.com/title/tt8998738/,movie,5.9,106,2018,"Drama, Romance",431,2018-10-28,Aadish Keluskar
1299,tt8976710,2022-01-01,2022-01-01,,Sextuplets,https://www.imdb.com/title/tt8976710/,movie,4.5,97,2019,Comedy,8802,2019-08-16,Michael Tiddes
1300,tt9860728,2022-01-01,2022-01-01,,Falling Inn Love,https://www.imdb.com/title/tt9860728/,movie,5.6,98,2019,"Comedy, Romance",20502,2019-08-29,Roger Kumble
1301,tt10715194,2022-01-01,2022-01-01,,La grande classe,https://www.imdb.com/title/tt10715194/,movie,5.3,83,2019,Comedy,1289,2019-08-30,"Rémy Four, Julien War"
1302,tt9252508,2022-01-01,2022-01-01,,Tall Girl,https://www.imdb.com/title/tt9252508/,movie,5.2,101,2019,"Comedy, Drama, Family, Romance",24261,2019-09-13,Nzingha Stewart
1303,tt9398640,2022-01-01,2022-01-01,,Between Two Ferns: The Movie,https://www.imdb.com/title/tt9398640/,movie,6.1,82,2019,Comedy,33194,2019-09-20,Scott Aukerman
1304,tt8110640,2022-01-01,2022-01-01,,In the Shadow of the Moon,https://www.imdb.com/title/tt8110640/,movie,6.2,115,2019,"Action, Crime, Mystery, Sci-Fi, Thriller",53923,2019-09-21,Jim Mickle
1305,tt4687108,2022-01-01,2022-01-01,,In the Tall Grass,https://www.imdb.com/title/tt4687108/,movie,5.4,101,2019,"Horror, Mystery, Sci-Fi, Thriller",57265,2019-09-20,Vincenzo Natali
1306,tt9243946,2022-01-01,2022-01-01,,El Camino: A Breaking Bad Movie,https://www.imdb.com/title/tt9243946/,movie,7.3,122,2019,"Action, Crime, Drama, Thriller",250236,2019-10-07,Vince Gilligan
1307,tt4332232,2022-01-01,2022-01-01,,Fractured,https://www.imdb.com/title/tt4332232/,movie,6.4,99,2019,Thriller,76338,2019-09-22,Brad Anderson
1308,tt10589914,2022-01-01,2022-01-01,,Ai-naki mori de sakebe,https://www.imdb.com/title/tt10589914/,movie,6.3,151,2019,"Crime, Drama, Horror, Thriller",2620,2019-10-05,Sion Sono
1309,tt10958282,2022-01-01,2022-01-01,,Banlieusards,https://www.imdb.com/title/tt10958282/,movie,6.4,96,2019,Crime,1577,2019-10-12,"Leïla Sy, Kery James"
1310,tt5294518,2022-01-01,2022-01-01,,Eli,https://www.imdb.com/title/tt5294518/,movie,5.8,98,2019,"Drama, Horror, Mystery, Thriller",36706,2019-10-18,Ciarán Foy
1311,tt8988748,2022-01-01,2022-01-01,,Diecisiete,https://www.imdb.com/title/tt8988748/,movie,7.2,99,2019,Drama,4174,2019-09-27,Daniel Sánchez Arévalo
1312,tt5865326,2022-01-01,2022-01-01,,The Laundromat,https://www.imdb.com/title/tt5865326/,movie,6.3,96,2019,"Comedy, Crime, Drama, History",51426,2019-09-01,Steven Soderbergh
1313,tt11066130,2022-01-01,2022-01-01,,Upstarts,https://www.imdb.com/title/tt11066130/,movie,6.7,112,2019,Drama,892,2019-10-18,Udai Singh Pawar
1314,tt8526872,2022-01-01,2022-01-01,,Dolemite Is My Name,https://www.imdb.com/title/tt8526872/,movie,7.2,118,2019,"Biography, Comedy, Drama",61319,2019-09-07,Craig Brewer
1315,tt9257484,2022-01-01,2022-01-01,,Rattlesnake,https://www.imdb.com/title/tt9257484/,movie,4.6,85,2019,"Drama, Horror, Mystery, Thriller",8847,2019-10-24,Zak Hilditch
1316,tt7984766,2022-01-01,2022-01-01,,The King,https://www.imdb.com/title/tt7984766/,movie,7.3,140,2019,"Biography, Drama, History, Romance, War",130474,2019-09-02,David Michôd
1317,tt9664078,2022-01-01,2022-01-01,,American Son,https://www.imdb.com/title/tt9664078/,movie,5.9,90,2019,Drama,7167,2019-09-12,Kenny Leon
1318,tt8510488,2022-01-01,2022-01-01,,Christmas in the Wild,https://www.imdb.com/title/tt8510488/,movie,6.1,85,2019,"Comedy, Drama, Romance",15576,2019-11-01,Ernie Barbarash
1319,tt1950235,2022-01-01,2022-01-01,,Let It Snow,https://www.imdb.com/title/tt1950235/,movie,5.8,92,2019,"Comedy, Romance",22423,2019-11-08,Luke Snellin
1320,tt8178486,2022-01-01,2022-01-01,,Earthquake Bird,https://www.imdb.com/title/tt8178486/,movie,5.9,107,2019,"Crime, Drama, Mystery, Romance, Thriller",14818,2019-10-10,Wash Westmoreland
1321,tt11163028,2022-01-01,2022-01-01,,House Arrest,https://www.imdb.com/title/tt11163028/,movie,5.5,104,2019,Comedy,1697,2019-11-15,"Shashanka Ghosh, Samit Basu"
1322,tt4729430,2022-01-01,2022-01-01,,Klaus,https://www.imdb.com/title/tt4729430/,movie,8.1,96,2019,"Animation, Adventure, Comedy, Family, Fantasy",149946,2019-11-08,"Carlos Martínez López, Sergio Pablos"
1323,tt10060094,2022-01-01,2022-01-01,,The Knight Before Christmas,https://www.imdb.com/title/tt10060094/,movie,5.6,92,2019,"Adventure, Comedy, Drama, Fantasy, Romance",18341,2019-11-21,Monika Mitchell
1324,tt1302006,2022-01-01,2022-01-01,,The Irishman,https://www.imdb.com/title/tt1302006/,movie,7.8,209,2019,"Biography, Crime, Drama",387387,2019-09-27,Martin Scorsese
1325,tt10091530,2022-01-01,2022-01-01,,Holiday Rush,https://www.imdb.com/title/tt10091530/,movie,4.9,92,2019,"Comedy, Drama, Family, Romance",2802,2019-11-21,Leslie Small
1326,tt11156614,2022-01-01,2022-01-01,,Dead Kids,https://www.imdb.com/title/tt11156614/,movie,5.5,98,2019,Thriller,594,2019-11-17,Mikhail Red
1327,tt10006006,2022-01-01,2022-01-01,,A Christmas Prince: The Royal Baby,https://www.imdb.com/title/tt10006006/,movie,5.4,84,2019,"Family, Romance",7004,2019-12-05,John Schultz
1328,tt7653254,2022-01-01,2022-01-01,,Marriage Story,https://www.imdb.com/title/tt7653254/,movie,7.9,137,2019,"Drama, Romance",309024,2019-08-29,Noah Baumbach
1329,tt8106534,2022-01-01,2022-01-01,,6 Underground,https://www.imdb.com/title/tt8106534/,movie,6.1,128,2019,"Action, Thriller",177581,2019-12-10,Michael Bay
1330,tt8404614,2022-01-01,2022-01-01,,The Two Popes,https://www.imdb.com/title/tt8404614/,movie,7.6,125,2019,"Biography, Comedy, Drama",124346,2019-08-31,Fernando Meirelles
1331,tt10946934,2022-01-01,2022-01-01,,Como caído del cielo,https://www.imdb.com/title/tt10946934/,movie,6.5,112,2019,"Comedy, Drama, Musical, Romance",1487,2019-12-24,José Pepe Bojórquez
1332,tt11385066,2022-01-01,2022-01-01,,The App,https://www.imdb.com/title/tt11385066/,movie,2.8,78,2019,"Drama, Sci-Fi, Thriller",1364,2019-12-26,Elisa Fuksas
1333,tt9046562,2022-01-01,2022-01-01,,ReMastered: Massacre at the Stadium,https://www.imdb.com/title/tt9046562/,tvMovie,7.3,64,2019,"Documentary, Drama",808,2019-01-11,"B.J. Perlmutt, Bent-Jorgen Perlmutt"
1334,tt9412098,2022-01-01,2022-01-01,,Fyre,https://www.imdb.com/title/tt9412098/,movie,7.2,97,2018,"Documentary, Crime, Music",47853,2018-09-18,Chris Smith
1335,tt9046564,2022-01-01,2022-01-01,,ReMastered: The Two Killings of Sam Cooke,https://www.imdb.com/title/tt9046564/,tvMovie,7.2,74,2019,"Documentary, Music",2320,2019-02-08,Kelly Duane
1336,tt9817308,2022-01-01,2022-01-01,,Antoine Griezmann: The Making of a Legend,https://www.imdb.com/title/tt9817308/,tvMovie,6.5,60,2019,"Documentary, Biography, Sport",1207,2019-03-21,
1337,tt9046568,2022-01-01,2022-01-01,,ReMastered: The Miami Showband Massacre,https://www.imdb.com/title/tt9046568/,tvMovie,7.0,71,2019,"Documentary, Crime, Music",1449,2019-03-22,Stuart Sender
1338,tt8106596,2022-01-01,2022-01-01,,The Legend of Cocaine Island,https://www.imdb.com/title/tt8106596/,movie,6.3,83,2018,Documentary,3393,2018-04-20,Theo Love
1339,tt10147546,2022-01-01,2022-01-01,,Homecoming: A Film by Beyoncé,https://www.imdb.com/title/tt10147546/,movie,7.5,137,2019,"Documentary, Music",7228,2019-04-17,"Ed Burke, Beyoncé"
1340,tt10050766,2022-01-01,2022-01-01,,Brené Brown: The Call to Courage,https://www.imdb.com/title/tt10050766/,movie,7.7,76,2019,"Documentary, Drama",1625,2019-04-19,Sandra Restrepo
